Project Name,Enbloced,Land Size,Master Plan GFA,Plot Ratio,Postal Code,Property Type,Tenure,Planning Area,District,Age,Number of Units,Average Price,Historical High,Historical Low,Distance to MRT
CAMBRIDGE VILLAGE,0,3563.0,4988.0,1.4,219679,1,1, Kallang,8,60.0,28.0,1174.0,1174.0,404.0,0.7519585391571896
CAMELODGE,0,1280.0,3840.0,3.0,455006,0,1, Bedok,15,47.0,8.0,1228.0,1489.0,335.0,1.204456453063811
CAMELOT BY-THE-WATER,0,10453.0,29267.0,2.8,436928,1,0, Kallang,15,43.0,99.0,1736.0,1822.0,509.0,0.6042111811335521
CANARY VILLE,0,1411.0,1975.0,1.4,423484,0,1, Bedok,15,39.0,18.0,1110.0,1113.0,516.0,0.7316307207495284
CANBERRA RESIDENCES,0,22568.0,31595.0,1.4,768124,1,0, Sembawang,27,30.0,32.0,1024.0,1161.0,656.0,0.4980587316129883
CANNAVILLE,0,2204.0,3084.0,1.4,429192,0,1, Marine Parade,15,50.0,23.0,1239.0,1239.0,369.0,1.210615658271553
CANNINGHILL PIERS,0,9256.203754831584,21270.96451425247,2.2073144876325084,179882,0,0, Singapore River,6,39.48150357995227,696.0,2947.0,5360.0,2541.0,0.1173701054933253
CAPE ROYALE,0,21523.0,61600.0,2.86,98202,1,0, Southern Islands,4,30.0,32.0,2201.0,2800.0,2031.0,3.289917722542526
CARABELLE,0,22105.0,35368.0,1.6,127015,1,0, Clementi,5,34.0,338.0,1487.0,1615.0,495.0,1.058154065515175
CARDIFF RESIDENCE,0,5860.0,3424.0,0.58,558961,1,0, Serangoon,19,29.0,163.0,1354.0,1665.0,745.0,0.4709734433260652
CARIBBEAN AT KEPPEL BAY,0,97497.0,132600.0,1.36,98635,1,0, Bukit Merah,4,39.0,969.0,1727.0,2004.0,587.0,0.6367560632553584
CARISSA PARK CONDOMINIUM,0,43502.0,61516.0,1.41,507025,1,1, Pasir Ris,17,42.0,528.0,1043.0,1262.0,350.0,1.053595570913273
CARLYX RESIDENCE,0,670.0,935.0,1.4,219604,0,1, Kallang,8,37.0,12.0,1249.0,1394.0,551.0,0.6989540154633986
Carpmael Thirty-Eight,0,1161.0,1625.0,1.4,429781,0,1, Geylang,15,23.0,16.0,1764.0,1764.0,1510.0,0.7626189772318472
CASA AL MARE,0,2445.0,3423.0,1.4,506930,0,1, Pasir Ris,17,22.0,49.0,1767.0,1768.0,1516.0,1.024457142108226
CASA AROMA,0,986.0,1380.0,1.4,429433,0,1, Geylang,15,40.0,1.0,1067.0,1101.0,362.0,0.7507838138163606
CASA CAIRNHILL,0,5691.0,16029.0,2.82,228305,0,1, Newton,9,52.0,72.0,2079.0,2079.0,586.0,0.4994752899423361
CASA CAMBIO,0,6696.0,5638.0,0.84,547726,1,1, Serangoon,19,29.0,198.0,1502.0,1652.0,1009.0,0.545586375108448
CASA ESPANIA,0,2747.0,3847.0,1.4,538977,0,1, Serangoon,19,52.0,19.0,1199.0,1199.0,350.0,0.5648868734122153
CASA ESPERANZA,0,8920.0,18465.0,2.07,589632,1,1, Bukit Timah,21,51.0,9.0,1917.0,1917.0,425.0,0.09286845082362938
CASA FELIZ,0,1299.0,1819.0,1.4,427024,0,1, Geylang,15,53.0,12.0,1010.0,1010.0,339.0,0.8639930297670818
CASA FLORA,0,4586.0,21270.96451425247,2.2073144876325084,467169,1,1, Bedok,16,56.0,3.0,1185.0,1185.0,345.0,0.7755953023447438
CASA FORTUNA,0,2568.0,7191.0,2.8,329980,0,1, Novena,12,32.0,16.0,1418.0,1710.0,848.0,0.465785620222732
CASA IRRAWADDY,0,1302.0,3644.0,2.8,329557,0,1, Novena,12,48.0,3.0,1405.0,1405.0,425.0,0.5587123126522111
CASA JERVOIS,0,3538.0,4955.0,1.4,249055,0,1, Tanglin,10,39.48150357995227,31.0,1695.0,1695.0,539.0,0.6238413781085794
CASA MERAH,0,21889.0,61679.0,2.82,465524,0,0, Bedok,16,34.0,556.0,1251.0,1345.0,486.0,0.2938683710888726
CASA MEYA,0,937.0,1968.0,2.1,358464,0,1, Toa Payoh,13,34.0,25.0,1265.0,1610.0,506.0,0.2461034640547418
CASA NOVACREST,0,1130.0,3174.0,2.81,228313,0,1, Newton,9,45.0,2.0,1536.0,1536.0,337.0,0.3526338730177709
CASA PASIR RIS,0,5745.0,8043.0,1.4,509506,1,0, Pasir Ris,17,46.0,58.0,853.0,1104.0,197.0,1.754171713281055
CASA RIVIERA,0,2711.0,3796.0,1.4,547766,0,1, Serangoon,19,46.0,33.0,1133.0,1133.0,417.0,0.6217958886158644
CASA ROSA,0,13568.0,18995.0,1.4,536443,1,0, Serangoon,19,42.0,96.0,1108.0,1108.0,255.0,0.3790657098694094
CASABELLA,0,9952.0,13933.0,1.4,266323,1,1, Bukit Timah,10,38.0,82.0,1964.0,2027.0,498.0,0.8437978073740187
CASABLANCA,0,25666.0,53898.0,2.1,737917,1,0, Woodlands,25,38.0,478.0,956.0,1036.0,359.0,0.7150731662616902
CASAFINA,0,20921.0,29462.0,1.41,469336,1,0, Bedok,16,44.0,224.0,1024.0,1130.0,352.0,1.001663105248665
CASCADALE,0,15566.0,24905.0,1.6,486858,1,1, Tampines,16,49.0,134.0,1066.0,1127.0,296.0,0.4662005604009142
CASHEW HEIGHTS CONDOMINIUM,0,88563.0,187852.0,2.12,679656,1,0, Bukit Panjang,23,51.0,596.0,1432.0,1543.0,334.0,0.4700778045947356
CASHEW PARK CONDOMINIUM,0,17389.0,24351.0,1.4,679633,1,0, Bukit Panjang,23,60.0,148.0,1288.0,1330.0,274.0,0.3985525148525023
CASPIAN,0,22001.0,77012.0,3.5,648315,1,0, Jurong West,22,31.0,712.0,1266.0,1452.0,465.0,0.3561665781692554
CASTLE GREEN,0,39151.0,83044.0,2.12,787056,1,0, Ang Mo Kio,26,46.0,664.0,1075.0,1218.0,290.0,0.5611109682966029
CASTLE LOFT,0,1420.0,1995.0,1.4,425770,0,1, Bedok,15,47.0,16.0,1065.0,1066.0,375.0,0.800631978449214
CASUARINA COVE,0,9215.0,25803.0,2.8,436904,1,0, Kallang,15,47.0,16.0,1427.0,1526.0,403.0,0.5995042960748255
CAVAN SUITES,0,717.0,2150.0,3.0,209848,0,1, Kallang,8,31.0,36.0,1634.0,2069.0,1327.0,0.3597879600812324
CAVENAGH COURT,0,5259.0,11152.0,2.12,229628,0,1, Newton,9,39.48150357995227,68.0,1767.0,1847.0,412.0,0.6337349587268755
CAVENAGH GARDENS,0,11923.0,25022.0,2.1,229622,0,1, Newton,9,39.48150357995227,172.0,1460.0,1529.0,369.0,0.5375578098202208
CAVENAGH HOUSE,0,4333.0,8926.0,2.06,229491,0,1, Newton,9,39.48150357995227,8.0,1887.0,2011.0,430.0,0.5727846470098296
CAVENDISH PARK,0,19114.0,40140.0,2.1,597593,1,0, Bukit Timah,21,47.0,254.0,1404.0,1491.0,407.0,0.7416787868922597
CELADON VIEW,0,2786.0,3900.0,1.4,507029,0,0, Pasir Ris,17,44.0,27.0,1178.0,1198.0,262.0,1.009328758669927
CELESTIA,0,2410.0,3375.0,1.4,427305,0,1, Geylang,15,34.0,39.0,1320.0,1350.0,576.0,0.5822596692684359
CENTENNIA SUITES,0,5232.0,14649.0,2.8,239427,1,1, Singapore River,9,30.0,97.0,2936.0,2936.0,1400.0,1.017563327335683
CENTRAL GREEN CONDOMINIUM,0,22509.0,56247.0,2.5,169479,1,0, Bukit Merah,3,48.0,412.0,1481.0,1586.0,391.0,0.1328664089439665
CENTRAL VIEW,0,4440.0,12433.0,2.8,538749,1,0, Hougang,19,41.0,14.0,1046.0,1078.0,405.0,0.6695762131780806
CENTRO RESIDENCES,0,6397.0,31533.0,4.93,567752,1,0, Ang Mo Kio,20,29.0,329.0,1692.0,1920.0,1117.0,0.2022011253937307
CENTURY MANSIONS,0,3137.0,6046.0,1.93,668671,0,1, Bukit Batok,23,45.0,64.0,1294.0,1364.0,415.0,0.8091367280332379
CEYLON CREST,0,1718.0,2405.0,1.4,429623,0,1, Marine Parade,15,38.0,2.0,1316.0,1316.0,447.0,1.496717276590314
CEYLON RESIDENCE,0,1720.0,2407.0,1.4,429690,0,1, Marine Parade,15,32.0,22.0,1378.0,1378.0,760.0,1.243869269554931
CHANCERY ESQUIRE,0,24074.0,33704.0,1.4,309494,0,1, Novena,11,47.0,31.0,1564.0,1700.0,561.0,0.6146910978892862
CHANCERY PARK,0,5023.0,21270.96451425247,2.2073144876325084,309499,1,1, Novena,11,52.0,32.0,1757.0,1757.0,610.0,0.7527177417013622
CHANGI COURT,0,23737.0,37979.0,1.6,486828,1,1, Tampines,16,46.0,297.0,1181.0,1286.0,274.0,0.2392187891488669
CHANGI GREEN,0,21448.0,34317.0,1.6,486842,1,1, Tampines,16,45.0,256.0,1131.0,1434.0,405.0,0.4265743536445315
CHANGI RISE CONDOMINIUM,0,42323.0,67717.0,1.6,528800,1,0, Tampines,18,39.0,598.0,972.0,1093.0,296.0,0.5839970285096476
CHANTILLY RISE,0,8111.0,15564.0,1.92,669579,1,1, Bukit Batok,23,45.0,12.0,1301.0,1372.0,390.0,0.5946324789507478
CHAPEL COURT,0,3282.0,4595.0,1.4,424247,0,1, Marine Parade,15,46.0,35.0,1225.0,1300.0,414.0,1.655295255029328
CHAPEL LODGE,0,4804.0,6748.0,1.4,425032,1,1, Marine Parade,15,49.0,44.0,1136.0,1146.0,432.0,1.270939804810087
CHARISMA VIEW,0,2547.0,5068.0,1.99,598671,0,1, Bukit Timah,21,41.0,36.0,1310.0,1310.0,397.0,0.8953187996325389
CHARLESTON,0,2063.0,5774.0,2.8,248184,0,1, Tanglin,10,42.0,48.0,1443.0,1703.0,655.0,1.018990511946492
CHARLTON CORNER,0,1126.0,21270.96451425247,2.2073144876325084,539631,0,1, Hougang,19,52.0,8.0,1023.0,1023.0,459.0,0.6437270761572295
CHARMING GARDEN,0,7838.0,21270.96451425247,2.2073144876325084,268156,1,0, Bukit Timah,10,59.0,32.0,1539.0,1539.0,416.0,0.4553126999448844
CHATEAU LE FAME,0,3032.0,4853.0,1.6,259345,0,1, Tanglin,10,43.0,39.0,1508.0,1590.0,586.0,0.5264096918841941
CHATELET,0,3611.0,5778.0,1.6,258541,1,1, Tanglin,10,50.0,45.0,1800.0,1844.0,540.0,0.1914709395707127
CHELSEA GARDENS,0,6350.0,10160.0,1.6,257650,1,1, Tanglin,10,43.0,4.0,1889.0,2121.0,1003.0,0.7752776259235308
CHELSEA GROVE,0,1263.0,3790.0,3.0,328626,0,1, Novena,12,36.0,23.0,1478.0,1478.0,261.0,0.9004304544326549
CHELSEA LODGE,0,2546.0,7657.0,3.01,437083,0,1, Marine Parade,15,43.0,78.0,1360.0,1465.0,387.0,0.8777940982052876
CHERRY GARDENS,0,3982.0,5573.0,1.4,536491,0,0, Serangoon,19,39.0,48.0,1092.0,1161.0,253.0,0.5737788360053205
CHERRYHILL,0,13241.0,18529.0,1.4,536467,1,1, Serangoon,19,49.0,163.0,1350.0,1417.0,364.0,0.4713746514110828
CHESTNUT VILLE,0,1927.0,21270.96451425247,2.2073144876325084,678595,1,0, Bukit Panjang,23,59.0,45.0,1191.0,1191.0,298.0,0.5153755830340644
CHILTERN PARK,0,34931.0,73354.0,2.1,556112,1,0, Serangoon,19,48.0,5.0,1253.0,1345.0,297.0,0.1996283436915984
CHIVERTON,0,968.0,2031.0,2.1,259343,0,1, Tanglin,10,40.0,15.0,1997.0,1997.0,518.0,0.4592311642106775
CHOON KIM HOUSE,0,1392.0,4428.0,1.22,534649,0,1, Hougang,19,43.0,1.0,1467.0,1500.0,330.0,0.8290539897252485
CITIGATE RESIDENCE,0,572.0,1715.0,3.0,218437,0,1, Kallang,8,33.0,28.0,1405.0,1589.0,796.0,0.4816352457005315
CITY EDGE,0,1572.0,4403.0,2.8,308129,0,1, Novena,11,36.0,49.0,1753.0,1906.0,657.0,0.3454565918731288
CITY GATE,0,7269.0,21270.96451425247,2.2073144876325084,199597,1,0, Kallang,7,25.0,311.0,2011.0,2301.0,1598.0,0.3184291403365167
CITY LOFT,0,538.0,1613.0,3.0,218636,0,1, Kallang,8,31.0,4.0,1612.0,1942.0,880.0,0.4094196819937983
CITY REGENCY,0,1382.0,3865.0,2.8,327977,0,1, Kallang,12,34.0,56.0,1386.0,1464.0,565.0,0.8031335879816618
CITY SQUARE RESIDENCES,0,17935.0,88242.0,4.92,207223,1,1, Kallang,8,34.0,91.0,1919.0,2103.0,400.0,0.3768264864945196
CITY STUDIOS,0,352.0,947.0,2.69,218745,0,1, Rochor,8,30.0,25.0,1383.0,1493.0,826.0,0.2912663330827199
CITY SUITES,0,1058.0,2961.0,2.8,329699,0,1, Novena,12,26.0,56.0,1991.0,1991.0,960.0,0.9334641801938367
CITYLIGHTS,0,14596.0,61301.0,4.2,208741,1,0, Kallang,8,36.0,6.0,1714.0,1930.0,469.0,0.1731582960416061
CITYVALE,0,904.0,1939.0,2.15,228153,0,1, Rochor,9,41.0,19.0,1581.0,1706.0,660.0,0.4324818261258432
CITYVISTA RESIDENCES,0,5155.0,14434.0,2.8,228314,1,1, Newton,9,33.0,7.0,1984.0,2874.0,1078.0,0.3560933856298885
CLAREMONT,0,2680.0,7503.0,2.8,239569,0,1, River Valley,9,43.0,67.0,1703.0,1827.0,568.0,0.4884150210829135
CLAVON,0,16543.0,57900.0,3.5,129962,1,0, Clementi,5,39.48150357995227,64.0,1705.0,1858.0,1487.0,0.699637590377802
CLAYMORE PLAZA,0,1898.0,9871.0,5.2,229571,0,1, Orchard,9,60.0,24.0,1918.0,2360.0,561.0,0.3227579231332716
CLEMENTI PARK,0,91055.0,21270.96451425247,2.2073144876325084,597149,1,1, Clementi,21,57.0,487.0,1439.0,1644.0,325.0,1.453571432123855
CLEMENTIWOODS CONDOMINIUM,0,18819.0,26347.0,1.4,126810,1,0, Clementi,5,33.0,24.0,1353.0,1476.0,429.0,1.913640010006028
CLIFTEN,0,1813.0,3807.0,2.1,259342,0,1, Tanglin,10,37.0,32.0,1922.0,1985.0,686.0,0.435420459585023
CLIVEDEN AT GRANGE,0,12072.0,25477.0,2.11,249591,1,1, River Valley,10,32.0,11.0,2896.0,4313.0,2090.0,0.7881630238524068
CLOVER BY THE PARK,0,21916.0,76705.0,3.5,573973,1,0, Bishan,20,32.0,616.0,1546.0,1690.0,588.0,0.983730196794098
CLUNY PARK RESIDENCE,0,4543.0,6360.0,1.4,257496,1,1, Tanglin,10,27.0,52.0,2899.0,3422.0,2261.0,0.1251151652528244
CLYDES RESIDENCE,0,1048.0,3145.0,3.0,219054,0,1, Kallang,8,38.0,48.0,1563.0,1563.0,570.0,0.5769613831165942
CLYDESVIEW,0,4376.0,6126.0,1.4,159192,1,1, Tanglin,3,52.0,32.0,1572.0,1572.0,489.0,0.5237024868062523
CLYDESWOOD,0,3472.0,4864.0,1.4,359425,0,1, Serangoon,13,50.0,36.0,1202.0,1224.0,345.0,0.7686771031994175
COASTAL BREEZE RESIDENCES,0,4874.0,6305.0,1.29,509049,1,0, Pasir Ris,17,31.0,63.0,900.0,1001.0,486.0,1.057906555000624
COASTAL VIEW RESIDENCES,0,2951.0,4131.0,1.4,506926,0,0, Pasir Ris,17,34.0,4.0,1114.0,1114.0,665.0,1.486475427390799
COASTARINA,0,3447.0,4826.0,1.4,459135,0,1, Bedok,15,37.0,56.0,1824.0,2056.0,526.0,1.410502374899009
COASTLINE RESIDENCES,0,3621.0,10139.0,2.8,439854,0,1, Marine Parade,15,39.48150357995227,144.0,2854.0,3119.0,2253.0,1.557146878778125
COCO PALMS,0,37113.0,77937.0,2.1,518070,1,0, Pasir Ris,18,25.0,944.0,1366.0,1618.0,682.0,0.3018199840245595
COMMONWEALTH TOWERS,0,11788.0,57761.0,4.9,149739,1,0, Queenstown,3,26.0,845.0,1991.0,2279.0,1373.0,0.09846285576308277
COMPASS HEIGHTS,0,14295.0,60041.0,4.2,545075,1,0, Sengkang,19,41.0,536.0,963.0,1241.0,253.0,0.06804377509799554
CONCOURSE SKYLINE,0,20493.0,46500.0,2.27,199554,1,0, Kallang,7,29.0,36.0,1912.0,2839.0,1029.0,0.2046211143020137
CORALIS,0,4490.0,3758.0,0.84,427710,1,1, Marine Parade,15,30.0,127.0,1994.0,2168.0,1340.0,1.715457407042297
CORALS AT KEPPEL BAY,0,38830.0,21270.96451425247,2.2073144876325084,98012,1,0, Bukit Merah,4,27.0,366.0,2450.0,3008.0,1560.0,0.5322763505760474
CORONA VILLE,0,6388.0,21270.96451425247,2.2073144876325084,268535,1,1, Bukit Timah,10,60.0,41.0,1574.0,1583.0,329.0,0.9503657841144243
CORONATION ARCADE,0,929.0,2788.0,3.0,269406,0,1, Bukit Timah,10,49.0,5.0,1218.0,1265.0,422.0,0.4578036429797304
CORONATION GROVE,0,5762.0,21270.96451425247,2.2073144876325084,269525,1,0, Bukit Timah,10,58.0,24.0,1712.0,1712.0,551.0,0.6190857868028133
CORONATION SHOPPING PLAZA,0,1927.0,5781.0,3.0,269707,0,1, Bukit Timah,10,64.0,2.0,1453.0,1453.0,447.0,0.3750773373310337
COSTA DEL SOL,0,39535.0,139084.0,3.52,469986,1,0, Bedok,16,39.0,96.0,1603.0,1858.0,465.0,1.714080666305232
COSTA ESTE,0,1558.0,2181.0,1.4,425653,0,1, Bedok,15,34.0,28.0,1333.0,1333.0,600.0,1.043944696144132
COSTA RHU,0,42846.0,119970.0,2.8,437431,1,0, Kallang,15,46.0,737.0,1441.0,1777.0,271.0,0.5184712620412182
COUNTRY ESQUIRE,0,5552.0,11653.0,2.1,576438,1,1, Bishan,20,51.0,6.0,1614.0,1614.0,417.0,0.4174967486947668
COUNTRY GRANDEUR,0,5556.0,11667.0,2.1,576439,1,1, Bishan,20,47.0,68.0,1768.0,1803.0,465.0,0.3541932461423292
COUNTRY PARK CONDOMINIUM,0,14797.0,20719.0,1.4,469360,1,1, Bedok,16,40.0,16.0,1485.0,1548.0,313.0,1.152152503885727
CRADELS,0,2210.0,6185.0,2.8,328754,0,1, Novena,12,28.0,125.0,1555.0,1745.0,876.0,1.04470623802836
CRAIG PLACE,0,1561.0,3278.0,2.1,89692,0,0, Outram,2,43.0,58.0,1794.0,1904.0,433.0,0.7190341354331551
CRANE COURT,0,775.0,1087.0,1.4,429381,0,1, Geylang,15,39.0,12.0,1021.0,1135.0,366.0,0.8891501900034715
CRESCENDO BUILDING,0,1432.0,4296.0,3.0,455208,1,1, Bedok,15,47.0,124.71927846674183,1202.0,1205.0,376.0,1.273682172067209
CRESCENDO PARK,0,6970.0,9758.0,1.4,457269,1,1, Bedok,15,47.0,77.0,1345.0,1385.0,351.0,1.24477634422668
CRESCENT BUILDING,0,407.0,1220.0,3.0,329924,0,1, Novena,12,39.48150357995227,6.0,4135.0,1813.8640350877192,813.2774122807018,1.000446194373229
CROWN CENTRE,0,1679.0,5036.0,3.0,269694,0,1, Bukit Timah,10,59.0,6.0,1181.0,1181.0,235.0,0.4374627474304465
CRYSTAL COURT,0,1554.0,21270.96451425247,2.2073144876325084,248342,0,1, Tanglin,10,60.0,16.0,1493.0,1493.0,321.0,0.8843308526536873
CRYSTAL DE AZURE,0,934.0,1308.0,1.4,538645,0,1, Serangoon,19,37.0,12.0,1062.0,1062.0,564.0,0.2506658164838494
CRYSTAL HEIGHTS,0,1035.0,1449.0,1.4,118885,0,1, Queenstown,5,33.0,17.0,1261.0,1361.0,746.0,0.4469964864150438
CRYSTAL RHU,0,2712.0,5705.0,2.1,436889,0,1, Kallang,15,44.0,45.0,1737.0,1842.0,609.0,0.8309827033744542
CUBE 8,0,6665.0,10807.0,1.62,298130,1,1, Novena,11,30.0,177.0,1695.0,1787.0,1108.0,0.826004772312087
CUBIK,0,1513.0,2120.0,1.4,425711,0,1, Bedok,15,32.0,24.0,1512.0,1652.0,1134.0,0.8514922824548206
CUSCADEN RESERVE,0,5723.0,16023.0,2.8,249732,1,0, Orchard,10,39.48150357995227,192.0,3830.0,3830.0,3327.0,0.7875076921946021
CUSCADEN RESIDENCES,0,8314.0,23278.0,2.8,249722,1,1, Orchard,10,41.0,15.0,2482.0,2716.0,1057.0,0.6500155537849078
CYAN,0,14487.0,6883.0,0.48,258709,1,1, Tanglin,10,29.0,278.0,2391.0,2715.0,1702.0,0.5213260141386469
DAHLIA PARK CONDOMINIUM,0,24512.0,35503.0,1.45,507009,1,1, Pasir Ris,17,40.0,299.0,993.0,1070.0,405.0,1.248710831191549
DAINTREE RESIDENCE,0,18698.0,26177.0,1.4,596126,1,0, Bukit Timah,21,21.0,327.0,1893.0,1952.0,1517.0,0.5889732986963616
DAIRY FARM RESIDENCES,0,19648.0,41261.0,2.1,677615,1,0, Bukit Panjang,23,39.48150357995227,46.0,1677.0,1999.0,1344.0,0.9626377550461045
DAISY LODGE,0,2429.0,3402.0,1.4,359426,0,1, Serangoon,13,57.0,24.0,1001.0,1118.0,435.0,0.6888164002860423
DAISY SUITES,0,1266.0,1772.0,1.4,359455,0,1, Serangoon,13,28.0,25.0,1295.0,1643.0,968.0,0.5821921569238135
DALVEY COURT,0,4105.0,6568.0,1.6,259548,0,1, Tanglin,10,67.0,32.0,1551.0,1551.0,426.0,0.4412695821330812
DALVEY HAUS,0,5110.0,4559.0,2.2073144876325084,259514,1,1, Tanglin,10,39.48150357995227,17.0,3493.0,3493.0,2960.0,0.4329197875650715
DAWN VILLE,0,1971.0,5520.0,2.8,439444,0,1, Geylang,15,45.0,46.0,1400.0,1400.0,502.0,0.6431869481144125
DE CASALLE,0,1863.0,2608.0,1.4,425236,0,1, Bedok,15,47.0,32.0,1503.0,1503.0,453.0,1.253032610666482
DE CENTURION,0,1383.0,2905.0,2.1,436884,0,1, Kallang,15,33.0,42.0,1838.0,1859.0,929.0,0.8465285990798681
DE LENTE,0,2213.0,3098.0,1.4,278547,0,1, Bukit Timah,10,41.0,3.0,1894.0,1894.0,714.0,0.6134738299340791
DE PARADISO,0,1972.0,5522.0,2.8,328644,0,1, Novena,12,39.0,54.0,1390.0,1438.0,495.0,0.857933821096209
DE ROYALE,0,5246.0,14690.0,2.8,329111,1,1, Novena,12,37.0,24.0,1593.0,1593.0,401.0,0.5631942234454691
DELFI ORCHARD,0,1883.0,9226.0,4.9,238876,0,1, Orchard,9,58.0,23.0,1858.0,2301.0,710.0,0.549748274244437
DERBYSHIRE HEIGHTS,0,1719.0,4938.0,2.8,309459,0,1, Novena,11,39.0,24.0,1516.0,1584.0,481.0,0.5156508172306823
DEVONSHIRE 12,0,284.0,795.0,2.8,239847,1,1, River Valley,9,28.0,2.0,2075.0,2348.0,1730.0,0.2711110492567624
DEVONSHIRE RESIDENCES,0,1208.0,3384.0,2.8,239855,0,1, River Valley,9,28.0,84.0,1755.0,2730.0,1755.0,0.2477987829043599
D-MANSIONS,0,500.0,1501.0,3.0,439275,0,1, Marine Parade,15,44.0,9.0,1031.0,1031.0,323.0,0.7095663478035574
DOMAIN 21,0,5341.0,11216.0,2.1,169813,1,0, Bukit Merah,3,36.0,141.0,1704.0,1803.0,544.0,0.6587438441799185
DOMUS,0,2954.0,8270.0,2.8,329564,0,1, Novena,12,31.0,14.0,1650.0,1896.0,819.0,0.6153873297949729
DORMER PARK,0,9171.0,12839.0,1.4,249045,1,1, Tanglin,10,50.0,92.0,1873.0,1873.0,463.0,0.8171048214599979
DORSET MANSIONS,0,646.0,904.0,1.4,219493,0,1, Kallang,8,51.0,7.0,1271.0,1271.0,435.0,0.483916935496108
DORSETT RESIDENCES,0,4482.0,5700.0,1.27,88764,0,0, Outram,2,30.0,68.0,2047.0,2501.0,1599.0,0.7190341354331551
DOUBLE BAY RESIDENCES,0,32211.0,74084.0,2.3,528714,1,0, Tampines,18,31.0,646.0,1201.0,1319.0,409.0,0.4508580278868805
DOVER PARKVIEW,0,39399.0,82739.0,2.1,138681,1,0, Queenstown,5,46.0,686.0,1292.0,1433.0,315.0,0.7290807202302582
DRAYCOTT EIGHT,0,14215.0,29851.0,2.1,259387,1,0, Newton,10,38.0,136.0,2123.0,3176.0,1470.0,0.6712311772844307
DUCHESS CREST,0,29194.0,41374.0,1.42,266474,1,0, Bukit Timah,10,45.0,251.0,1653.0,1794.0,453.0,0.5147281953602229
DUCHESS MANOR,0,2654.0,3715.0,1.4,268988,1,0, Bukit Timah,10,38.0,52.0,2362.0,2362.0,466.0,0.1500357667000374
DUCHESS RESIDENCES,0,14141.0,19733.0,1.4,266310,1,0, Bukit Timah,10,32.0,12.0,1828.0,2300.0,1179.0,0.6624251322295371
DUCHESS ROYALE,0,990.0,1386.0,1.4,269105,0,0, Bukit Timah,10,30.0,13.0,1485.0,1832.0,1390.0,0.2260396828420821
DUET,0,4352.0,6963.0,1.6,258873,1,1, Tanglin,10,38.0,42.0,1520.0,1606.0,537.0,0.8026734149860288
DUKES RESIDENCE,0,3100.0,4340.0,1.4,268906,1,1, Bukit Timah,10,32.0,42.0,1886.0,1998.0,1500.0,0.4156162679842804
DUKU APARTMENTS,0,732.0,1024.0,1.4,429237,0,1, Marine Parade,15,45.0,124.71927846674183,987.0,987.0,467.0,1.058216976243187
DUKU COURT,0,720.0,1008.0,1.4,429233,0,1, Marine Parade,15,52.0,6.0,1089.0,1113.0,498.0,1.06143989259334
DUNEARN 386,0,1784.0,2498.0,1.4,289599,0,1, Bukit Timah,11,39.48150357995227,35.0,2578.0,2614.0,2101.0,0.4352708233089786
DUNEARN LODGE,0,1395.0,1954.0,1.4,289674,0,0, Bukit Timah,11,46.0,14.0,1265.0,1265.0,474.0,0.3482871044491201
DUNEARN SUITES,0,1036.0,1451.0,1.4,289609,0,1, Bukit Timah,11,32.0,26.0,1948.0,2200.0,1208.0,0.3992648401690969
DUNMAN PLACE,0,3412.0,9554.0,2.8,439204,0,1, Geylang,15,42.0,69.0,1573.0,1657.0,488.0,0.8092725584640704
DUNMAN REGENCY,0,700.0,980.0,1.4,439190,0,1, Geylang,15,27.0,12.0,1581.0,1620.0,1122.0,0.5384057018467175
DUNMAN VIEW,0,6648.0,18614.0,2.8,438797,1,0, Marine Parade,15,39.0,148.0,1290.0,1365.0,446.0,0.9512271931241302
DUO RESIDENCES,0,13008.0,78045.0,6.0,189350,0,0, Downtown Core,7,26.0,66.0,2212.0,2663.0,1513.0,0.2797413335142112
DYNASTY LODGE,0,2342.0,21270.96451425247,2.2073144876325084,276559,0,0, Bukit Timah,10,58.0,9.0,1358.0,1428.0,435.0,0.9427399696565982
E MAISON,0,6042.0,8459.0,1.4,359946,0,1, Serangoon,13,27.0,13.0,1410.0,1537.0,1088.0,0.5503750525069002
EAST BAY GARDENS,0,4854.0,6795.0,1.4,426277,0,0, Bedok,15,48.0,4.0,885.0,916.0,357.0,0.3320888051410283
EAST COAST RESIDENCES,0,3388.0,4743.0,1.4,466488,0,1, Bedok,16,32.0,59.0,1466.0,1597.0,692.0,1.537721514589948
EAST COURT,0,1227.0,1717.0,1.4,427028,0,1, Geylang,15,60.0,8.0,1499.0,1538.0,1493.0,0.8494523311358023
EAST ELEGANCE,0,979.0,1371.0,1.4,427336,0,1, Geylang,15,36.0,2.0,1371.0,1371.0,518.0,0.5982617250078119
EAST GALLERIA,0,2131.0,2983.0,1.4,424239,0,1, Marine Parade,15,36.0,29.0,1687.0,1687.0,396.0,1.617741976672747
EAST GROVE,0,2574.0,3604.0,1.4,429002,0,1, Bedok,15,68.0,36.0,1197.0,1197.0,360.0,1.360280858940593
EAST MEADOWS,0,22282.0,62389.0,2.8,465558,1,0, Bedok,16,41.0,482.0,1097.0,1172.0,415.0,0.2455096792461818
EAST MEWS,0,1323.0,1852.0,1.4,437838,0,1, Marine Parade,15,36.0,18.0,1162.0,1432.0,401.0,1.312335287775397
